cod_bna,nombre,tipo_estacion,vigencia,region,comuna,cuenca,altitud,latitud,longitud
07337003-5,Embalse Tutuven,Lagos y Embalses,Vigentes,Región del Maule,Comuna de Cauquenes,Rio Maule,0,-35.91724433,-72.38319926
07339001-K,Rio Cauquenes En Desembocadura,Fluviométricas,Vigentes,Región del Maule,Comuna de Cauquenes,Rio Maule,125,-35.91994444,-72.06296208
07340001-5,Estero Cardo Verde En Lo Ubaldo,Calidad de Aguas,Suspendidas,Región del Maule,Comuna de Retiro,Rio Maule,126,-35.89288245,-72.00254785
07340002-3,La Estrella,Meteorológicas,Vigentes,Región del Maule,Comuna de Cauquenes,Costeras Maule y Limite Region,200,-35.78305981,-72.19056299
07340003-1,Los Huinganes En Curipeumo,Meteorológicas,Vigentes,Región del Maule,Comuna de Retiro,Rio Maule,126,-36.01514875,-71.98343202
07340004-K,Apr Palma Rosa-La Florida,Calidad de Aguas,Vigentes,Región del Maule,Comuna de Parral,Rio Maule,0,-36.08782846,-71.86659663
07340005-8,Pozo Belco,Control de Nivel,Vigentes,Región del Maule,Comuna de Cauquenes,Rio Maule,162,-35.82472279,-72.19389728
07341001-0,Rio Purapel En Nirivilo,Fluviométricas,Vigentes,Región del Maule,Comuna de San Javier,Rio Maule,80,-35.57695791,-72.06643418
07341002-9,Nirivilo,Meteorológicas,Vigentes,Región del Maule,Comuna de San Javier,Rio Maule,200,-35.54349078,-72.09271997
07341003-7,Quebrada Pasitos En Santa Olga,Fluviométricas,Vigentes,Región del Maule,Comuna de Constitución,Rio Maule,306,-35.46889448,-72.28945143
07341004-5,Apr Nirivillo,Calidad de Aguas,Vigentes,Región del Maule,Comuna de San Javier,Rio Maule,0,-35.53750491,-72.09378522
07341005-3,Apr Santa Olga-Los Aromos-Cruce Empedrado,Calidad de Aguas,Vigentes,Región del Maule,Comuna de Pelarco,Rio Maule,0,-35.45056787,-71.27289543
07341006-1,Apr Santa Olga-Los Guindos,Calidad de Aguas,Vigentes,Región del Maule,Comuna de Curicó,Rio Mataquito,0,-34.91822909,-71.23004055
07341007-K,Apr Santa Olga-Los Aromos-Cruce Empedrado,Calidad de Aguas,Vigentes,Región del Maule,Comuna de Talca,Rio Maule,0,-35.45084209,-71.53639062
07342002-4,Huerta Del Maule,Meteorológicas,Vigentes,Región del Maule,Comuna de San Javier,Rio Maule,218,-35.665339,-71.95114468
07342003-2,Pozo Purapel,Control de Nivel,Vigentes,Región del Maule,Comuna de San Javier,Rio Maule,165,-35.57750278,-72.03861352
07343001-1,Rio Purapel En Sauzal,Sedimentometricas,Vigentes,Región del Maule,Comuna de Retiro,Rio Maule,150,-35.97992857,-72.00317068
07345001-2,Parral,Meteorológicas,Vigentes,Región del Maule,Comuna de Parral,Rio Maule,175,-36.19330492,-71.82887892
07345002-0,Apr El Carmen-Longavi,Calidad de Aguas,Vigentes,Región del Maule,Comuna de Retiro,Rio Maule,0,-36.18031358,-71.72542575
07345003-9,Apr Higuerillas,Calidad de Aguas,Vigentes,Región del Maule,Comuna de Retiro,Rio Maule,0,-35.91446781,-71.84377177
07346000-K,Apr Ajial,Calidad de Aguas,Vigentes,Región del Maule,Comuna de Retiro,Rio Maule,0,-36.15697705,-71.73543081
07346001-8,Apr El Triunfo-Santa Cecilia,Calidad de Aguas,Vigentes,Región del Maule,Comuna de Retiro,Rio Maule,0,-36.14701904,-71.71043789
07346002-6,Apr Maitenes,Calidad de Aguas,Vigentes,Región del Maule,Comuna de Retiro,Rio Maule,0,-36.02916999,-71.72866096
07346003-4,Apr San Isidro-El Progreso,Calidad de Aguas,Vigentes,Región del Maule,Comuna de Retiro,Rio Maule,0,-36.07975223,-71.72932079
07346004-2,Apr Santa Delfina,Calidad de Aguas,Vigentes,Región del Maule,Comuna de Retiro,Rio Maule,0,-36.14030304,-71.65542768
07346005-0,Apr Santa Ines,Calidad de Aguas,Vigentes,Región del Maule,Comuna de Retiro,Rio Maule,0,-36.1028299,-71.70805183
07346006-9,Dmc Retiro Copihue,Meteorológicas,Suspendidas,Región del Maule,Comuna de Retiro,Rio Maule,186,-36.07556081,-71.75806337
07346007-7,Dmc Retiro Copihue,Meteorológicas,Suspendidas,Región del Maule,Comuna de Retiro,Rio Maule,186,-36.07556081,-71.75806337
07346008-5,Apr San Nicolas (Retiro),Calidad de Aguas,Vigentes,Región del Maule,Comuna de Retiro,Rio Maule,0,-36.0578466,-71.81826948
07346009-3,Apr Santa Isabel Los Robles,Calidad de Aguas,Vigentes,Región del Maule,Comuna de Retiro,Rio Maule,0,-36.1126631,-71.75347424
07350001-K,Rio Longavi En La Quiriquina,Fluviométricas,Vigentes,Región del Maule,Comuna de Longaví,Rio Maule,449,-36.22938823,-71.45711049
07350002-8,Rio Bullileo En Santa Filomena,Fluviométricas,Vigentes,Región del Maule,Comuna de Parral,Rio Maule,370,-36.25950564,-71.4184239
07350003-6,Rio Longavi En El Castillo,Fluviométricas,Vigentes,Región del Maule,Comuna de Parral,Rio Maule,598,-36.26016203,-71.34061801
07350006-0,Bullileo Embalse,Meteorológicas,Vigentes,Región del Maule,Comuna de Parral,Rio Maule,600,-36.28914808,-71.41627722
07350007-9,Bullileo Embalse (Lago),Meteorológicas,Vigentes,Región del Maule,Comuna de Parral,Rio Maule,700,-36.2971954,-71.40830839
07350008-7,Nevado Longavi,Nivométricas,Vigentes,Región del Maule,Comuna de Longaví,Rio Maule,1974,-36.23475449,-71.14345518
07350009-5,Rio Achibueno En Punta Tricahue,Fluviométricas,Vigentes,Región del Maule,Comuna de Longaví,Rio Maule,1005,-36.24583694,-71.24584201
07351001-5,Rio Longavi En Longitudinal,Fluviométricas,Vigentes,Región del Maule,Comuna de Retiro,Rio Maule,135,-36.00393558,-71.72503978
07351002-3,Canal Primera Abajo,Fluviométricas,Vigentes,Región del Maule,Comuna de Longaví,Rio Maule,0,-36.05738805,-71.70325184
07351003-1,Apr Las Mercedes-Paihuen,Calidad de Aguas,Vigentes,Región del Maule,Comuna de Longaví,Rio Maule,0,-36.0405767,-71.67404572
07352002-9,La Sexta De Longavi,Meteorológicas,Vigentes,Región del Maule,Comuna de Longaví,Rio Maule,229,-36.11270794,-71.61562117
07352003-7,Liguay,Meteorológicas,Vigentes,Región del Maule,Comuna de Longaví,Rio Maule,104,-35.94741036,-71.68936703
07352004-5,Canal Maitenes En Bocatoma,Fluviométricas,Vigentes,Región del Maule,Comuna de Parral,Rio Maule,0,-36.06753563,-72.05734754
07352005-3,Apr Entrada De Cerrillos (Ex-Cerrillos),Calidad de Aguas,Vigentes,Región del Maule,Comuna de Longaví,Rio Maule,0,-35.94280115,-71.68349162
07352006-1,Apr Esperanza Plan (La Esperanza)-San Jose,Calidad de Aguas,Vigentes,Región del Maule,Comuna de Longaví,Rio Maule,0,-36.16363908,-71.55431391
07352007-K,Apr La Quinta-El Transito,Calidad de Aguas,Vigentes,Región del Maule,Comuna de Longaví,Rio Maule,0,-36.05096939,-71.5647622
07352008-8,Apr La Tercera-Chalet Quemado,Calidad de Aguas,Vigentes,Región del Maule,Comuna de Longaví,Rio Maule,0,-36.0275716,-71.60362597
07352009-6,Apr Los Cristales (Curico),Calidad de Aguas,Vigentes,Región del Maule,Comuna de Curicó,Rio Mataquito,0,-34.97282606,-71.18536716
07353001-6,Juan Amigo,Meteorológicas,Vigentes,Región del Maule,Comuna de Linares,Rio Maule,460,-36.07944854,-71.39147631
07354001-1,Rio Achibueno En Los Pegnascos,Sedimentometricas,Suspendidas,Región del Maule,Comuna de Longaví,Rio Maule,590,-35.96693803,-71.49044879
07354002-K,Rio Achibueno En La Recova,Fluviométricas,Vigentes,Región del Maule,Comuna de Linares,Rio Maule,0,-36.00237963,-71.44352181
07355001-7,Rio Ancoa En El Llepo,Fluviométricas,Vigentes,Región del Maule,Comuna de Linares,Rio Maule,205,-35.90361108,-71.51890589
07355002-5,Rio Ancoa En El Morro,Meteorológicas,Vigentes,Región del Maule,Comuna de Linares,Rio Maule,402,-35.90827532,-71.29675518
07355003-3,Rio Ancoa Antes Tunel Canal Melado,Fluviométricas,Vigentes,Región del Maule,Comuna de Linares,Rio Maule,800,-35.87000214,-71.11933045
07355006-8,Hornillo,Meteorológicas,Vigentes,Región del Maule,Comuna de Colbún,Rio Maule,810,-35.86802312,-71.11654232
07355007-6,Ancoa Embalse,Meteorológicas,Vigentes,Región del Maule,Comuna de Linares,Rio Maule,421,-35.91062788,-71.29581492
07355008-4,Canal Robleria Ante Bocatoma Ancoa,Fluviométricas,Vigentes,Región del Maule,Comuna de Linares,Rio Maule,565,-35.85841165,-71.24040484
07355009-2,Apr Embalse Ancoa,Calidad de Aguas,Vigentes,Región del Maule,Comuna de Linares,Rio Maule,0,-35.90280841,-71.28708026
07355010-6,Apr Vega De Ancoa,Calidad de Aguas,Vigentes,Región del Maule,Comuna de Linares,Rio Maule,0,-35.91486202,-71.34673086
07355011-4,Embalse Ancoa (Lm),Lagos y Embalses,Vigentes,Región del Maule,Comuna de Colbún,Rio Maule,0,-35.85249985,-71.1830617
07356001-2,Rio Achibueno En San Francisco,Calidad de Aguas,Suspendidas,Región del Maule,Comuna de Linares,Rio Maule,127,-35.85331777,-71.66904551
07356002-0,Rio Achibueno En Panamericana (Ca),Calidad de Aguas,Vigentes,Región del Maule,Comuna de Linares,Rio Maule,160,-35.87747878,-71.63819429
07356003-9,Apr Huapi Bajo,Calidad de Aguas,Vigentes,Región del Maule,Comuna de Linares,Rio Maule,0,-35.88495394,-71.60087374
07356004-7,Apr Palmilla,Calidad de Aguas,Vigentes,Región del Maule,Comuna de Linares,Rio Maule,0,-35.80669864,-71.73570756
07356005-5,Apr San Gabriel-La Aguada,Calidad de Aguas,Vigentes,Región del Maule,Comuna de Longaví,Rio Maule,0,-35.87708847,-71.65263355
07356006-3,Apr San Luis-San Raul-Las Motas,Calidad de Aguas,Vigentes,Región del Maule,Comuna de Longaví,Rio Maule,0,-35.90507011,-71.60799103
07357001-8,Rio Loncomilla En En Emboque,Calidad de Aguas,Suspendidas,Región del Maule,Comuna de Linares,Rio Maule,160,-35.7517991,-71.77820773
07357002-6,Rio Loncomilla En Bodega,Fluviométricas,Vigentes,Región del Maule,Comuna de Longaví,Rio Maule,110,-35.82748706,-71.82352008
07357003-4,Melozal,Meteorológicas,Vigentes,Región del Maule,Comuna de Linares,Rio Maule,96,-35.78569042,-71.76636829
07357004-2,Apr La Gotera,Calidad de Aguas,Vigentes,Región del Maule,Comuna de San Javier,Rio Maule,0,-35.70807742,-71.78599323
07357005-0,Apr Melozal,Calidad de Aguas,Vigentes,Región del Maule,Comuna de San Javier,Rio Maule,0,-35.72673801,-71.79243521
07357006-9,Apr Santa Rosa De Maitenes,Calidad de Aguas,Vigentes,Región del Maule,Comuna de Linares,Rio Maule,0,-35.83475878,-71.6634093
07358001-3,Rio Putagan En Yerbas Buenas,Fluviométricas,Vigentes,Región del Maule,Comuna de Yerbas Buenas,Rio Maule,150,-35.77610225,-71.58828525
07358004-8,Rio Putagan En Bocatoma C. Melozal (Ca),Calidad de Aguas,Vigentes,Región del Maule,Comuna de Linares,Rio Maule,150,-35.78416867,-71.66541395
07358005-6,Rio Putagan En Panamericana )Ca),Calidad de Aguas,Suspendidas,Región del Maule,Comuna de Yerbas Buenas,Rio Maule,123,-35.78354617,-71.66259461
07358006-4,Santa Barbara (Linares),Meteorológicas,Suspendidas,Región del Maule,Comuna de Linares,Rio Maule,150,-35.84058025,-71.62291291
07358007-2,Linares,Meteorológicas,Vigentes,Región del Maule,Comuna de Linares,Rio Maule,157,-35.84520449,-71.6067479
07358008-0,Colbun (Maule Sur),Meteorológicas,Vigentes,Región del Maule,Comuna de Colbún,Rio Maule,280,-35.63617309,-71.40058469
07358009-9,Embalse Machicura,Lagos y Embalses,Vigentes,Región del Libertador General Bernardo O'Higgins,Comuna de Chépica,Rio Rapel,258,-34.78388105,-71.40845903
07358010-2,Canal De Restitucion Sur 1,Fluviométricas,Vigentes,Región del Maule,Comuna de Colbún,Rio Maule,0,-35.74858851,-71.42734365
07358011-0,Estadio De Linares,Control de Nivel,Vigentes,Región del Maule,Comuna de Linares,Rio Maule,147,-35.85484498,-71.5902571
07358012-9,Apr Abranquil-Puipuyen,Calidad de Aguas,Vigentes,Región del Maule,Comuna de Yerbas Buenas,Rio Maule,0,-35.74688682,-71.53128144
07358013-7,Apr Coironal,Calidad de Aguas,Vigentes,Región del Maule,Comuna de Yerbas Buenas,Rio Maule,0,-35.76879724,-71.62670141
07358014-5,Apr La Chiripa (Panimavida),Calidad de Aguas,Vigentes,Región del Maule,Comuna de Colbún,Rio Maule,0,-35.76085091,-71.41597173
07358015-3,Apr Las Encinas (San Antonio Encina),Calidad de Aguas,Vigentes,Región del Maule,Comuna de Linares,Rio Maule,0,-35.84890494,-71.49013832
07358016-1,Apr Las Hornillas,Calidad de Aguas,Vigentes,Región del Libertador General Bernardo O'Higgins,Comuna de Lolol,Costeras Rapel-E.Nilahue,0,-34.79638482,-71.65736782
07358017-K,Apr Llancanao,Calidad de Aguas,Vigentes,Región del Maule,Comuna de Linares,Rio Maule,0,-35.89869659,-71.50997641
07358018-8,Apr Llano Blanco,Calidad de Aguas,Vigentes,Región del Maule,Comuna de Yerbas Buenas,Rio Maule,0,-35.71168089,-71.57413093
07358019-6,Apr Los Puquios,Calidad de Aguas,Vigentes,Región del Maule,Comuna de Yerbas Buenas,Rio Maule,0,-35.71084797,-71.57430306
07358020-K,Apr Maitencillo,Calidad de Aguas,Vigentes,Región del Maule,Comuna de Yerbas Buenas,Rio Maule,0,-35.67013947,-71.4739221
07358021-8,Apr Penuelas,Calidad de Aguas,Vigentes,Región del Maule,Comuna de Yerbas Buenas,Rio Maule,0,-35.76779292,-71.58069448
07358022-6,Apr Putagan,Calidad de Aguas,Vigentes,Región del Maule,Comuna de Villa Alegre,Rio Maule,0,-35.76151792,-71.66544279
07358023-4,Apr Quinamavida,Calidad de Aguas,Vigentes,Región del Maule,Comuna de Colbún,Rio Maule,0,-35.80724513,-71.43068847
07358024-2,Apr San Antonio,Calidad de Aguas,Vigentes,Región del Maule,Comuna de Linares,Rio Maule,0,-35.87658445,-71.54050904
07358025-0,Apr San Francisco De Rari,Calidad de Aguas,Vigentes,Región del Maule,Comuna de Colbún,Rio Maule,0,-35.80197543,-71.45402898
07358026-9,Apr Semillero,Calidad de Aguas,Vigentes,Región del Maule,Comuna de Colbún,Rio Maule,0,-35.66327608,-71.45607089
07358027-7,Apr Union San Victor Lamas,Calidad de Aguas,Vigentes,Región del Maule,Comuna de Linares,Rio Maule,0,-35.88353618,-71.47874017
07358028-5,Apr Vara Gruesa,Calidad de Aguas,Vigentes,Región del Maule,Comuna de Linares,Rio Maule,0,-35.82696934,-71.50126195
07358029-3,Apr San Juan-Los Batros,Calidad de Aguas,Vigentes,Región del Maule,Comuna de Linares,Rio Maule,0,-35.81053868,-71.53476182
07358030-7,Apr Santa Elena-San Ramon,Calidad de Aguas,Vigentes,Región del Maule,Comuna de Yerbas Buenas,Rio Maule,0,-35.6974742,-71.54624845
07359001-9,Rio Loncomilla En Las Brisas,Sedimentometricas,Vigentes,Región del Maule,Comuna de San Javier,Rio Maule,68,-35.61748695,-71.76844085
07359003-5,Rio Loncomilla En San Javier,Calidad de Aguas,Suspendidas,Región del Maule,Comuna de San Javier,Rio Maule,0,-35.58582497,-71.76014467
07359005-1,San Javier,Meteorológicas,Vigentes,Región del Maule,Comuna de San Javier,Rio Maule,135,-35.59171898,-71.67509286
07359006-K,Apr Santa Cecilia-Gabriela Mistral,Calidad de Aguas,Vigentes,Región del Maule,Comuna de San Javier,Rio Maule,0,-35.61141675,-71.63569345
07360000-6,Apr Luis Cruz Martines,Calidad de Aguas,Vigentes,Región del Maule,Comuna de San Javier,Rio Maule,0,-35.57834737,-71.88875924
07360001-4,Pozo Maule Bajo,Control de Nivel,Vigentes,Región del Maule,Comuna de San Javier,Rio Maule,158,-35.58916655,-71.92778848
07370001-9,Fundo El Radal,Meteorológicas,Vigentes,Región del Maule,Comuna de Molina,Rio Maule,685,-35.41882792,-71.04401059
07371001-4,Rio Claro En Fuente De Agua (Ca),Calidad de Aguas,Vigentes,Región del Maule,Comuna de Río Claro,Rio Maule,0,-35.22903026,-71.1920428
07371002-2,Agua Fria,Meteorológicas,Vigentes,Región del Maule,Comuna de Molina,Rio Maule,560,-35.30708743,-71.0851632
07371003-0,Apr El Bolsico,Calidad de Aguas,Vigentes,Región del Maule,Comuna de Río Claro,Rio Maule,0,-35.24471195,-71.18430025
07372001-K,Rio Claro En Camarico,Fluviométricas,Vigentes,Región del Maule,Comuna de Río Claro,Rio Maule,220,-35.18302728,-71.38881305
07372003-6,Rio Claro De Talca En Panamericana (Ca),Calidad de Aguas,Suspendidas,Región del Maule,Comuna de San Rafael,Rio Maule,0,-35.33721546,-71.58557963
07372005-2,Apr El Porvenir,Calidad de Aguas,Vigentes,Región del Maule,Comuna de Río Claro,Rio Maule,0,-35.1597778,-71.28469654
07372006-0,Apr Itahue-Puente Alto,Calidad de Aguas,Vigentes,Región del Maule,Comuna de Molina,Rio Maule,0,-35.14361196,-71.3637353
07372007-9,Apr Los Maquis,Calidad de Aguas,Vigentes,Región del Maule,Comuna de Río Claro,Rio Maule,0,-35.21945839,-71.44236613
07372008-7,Apr Porvenir,Calidad de Aguas,Vigentes,Región del Maule,Comuna de Río Claro,Rio Maule,0,-35.1597778,-71.28469654
07373001-5,Rio Pangue En Panamericana (Ca),Calidad de Aguas,Suspendidas,Región del Maule,Comuna de Talca,Rio Maule,90,-35.35296457,-71.57536543
07373002-3,Rio Pangue En Pangue (Ca),Calidad de Aguas,Suspendidas,Región del Maule,Comuna de Talca,Rio Maule,125,-35.3550753,-71.5719116
07373003-1,El Guindo,Meteorológicas,Vigentes,Región del Maule,Comuna de Río Claro,Rio Maule,250,-35.26266751,-71.3265233
07373004-K,San Rafael,Meteorológicas,Vigentes,Región del Maule,Comuna de San Rafael,Rio Maule,152,-35.31111145,-71.52719063
07373006-6,Apr Cumpeo,Calidad de Aguas,Vigentes,Región del Maule,Comuna de Río Claro,Rio Maule,0,-35.27483695,-71.275371
07373007-4,Apr El Aromo,Calidad de Aguas,Vigentes,Región del Maule,Comuna de Río Claro,Rio Maule,0,-35.21833509,-71.30762604
07373008-2,Apr El Cerrillo-Casas Viejas,Calidad de Aguas,Vigentes,Región del Maule,Comuna de Río Claro,Rio Maule,0,-35.28879961,-71.22603307
07373009-0,Apr El Milagro-Santa Victoria,Calidad de Aguas,Vigentes,Región del Maule,Comuna de San Rafael,Rio Maule,0,-35.29111609,-71.43596423
07373010-4,Apr La Chispa,Calidad de Aguas,Vigentes,Región del Maule,Comuna de Río Claro,Rio Maule,0,-35.31612232,-71.33873321
07373011-2,Apr Lo Patricio,Calidad de Aguas,Vigentes,Región del Maule,Comuna de Pelarco,Rio Maule,0,-35.37528632,-71.46374006
07373012-0,Apr Los Montes (San Clemente),Calidad de Aguas,Vigentes,Región del Maule,Comuna de San Clemente,Rio Maule,0,-35.56418685,-71.2703973
07373013-9,Apr Los Robles-Escudo De Chile,Calidad de Aguas,Vigentes,Región del Maule,Comuna de Río Claro,Rio Maule,0,-35.22001555,-71.34540759
07373014-7,Apr Pangue Arriba-Pangue Abajo,Calidad de Aguas,Vigentes,Región del Maule,Comuna de San Rafael,Rio Maule,0,-35.33389499,-71.43431088
07373015-5,Apr Queseria,Calidad de Aguas,Vigentes,Región del Maule,Comuna de Pelarco,Rio Maule,0,-35.38863279,-71.38763128
07373016-3,Apr San Gerardo-Odessa-Penaflor,Calidad de Aguas,Vigentes,Región del Maule,Comuna de Río Claro,Rio Maule,0,-35.2064056,-71.25180004
07373017-1,Apr Santa Rosa-Rio Claro,Calidad de Aguas,Vigentes,Región del Maule,Comuna de Río Claro,Rio Maule,0,-35.23922198,-71.24389486
07374001-0,Rio Lircay En Puente Las Rastras,Fluviométricas,Vigentes,Región del Maule,Comuna de San Clemente,Rio Maule,240,-35.48956668,-71.29702941
07374002-9,Canal Maule Norte Bajo Seccion 1,Fluviométricas,Vigentes,Región del Maule,Comuna de San Clemente,Rio Maule,400,-35.56348073,-71.28438807
07374003-7,Canal Maule Norte Bajo Seccion 2,Fluviométricas,Vigentes,Región del Maule,Comuna de San Clemente,Rio Maule,250,-35.53162523,-71.26762647
07374004-5,Vilches Alto,Meteorológicas,Vigentes,Región del Maule,Comuna de San Clemente,Rio Maule,1058,-35.59402099,-71.08871863
07374005-3,Huapi,Meteorológicas,Vigentes,Región del Maule,Comuna de San Clemente,Rio Maule,250,-35.48609362,-71.2905271
07374006-1,Las Lomas,Meteorológicas,Suspendidas,Región del Maule,Comuna de San Clemente,Rio Maule,300,-35.4733438,-71.21345674
07374007-K,Apr Los Montes (Rio Claro),Calidad de Aguas,Vigentes,Región del Maule,Comuna de Río Claro,Rio Maule,0,-35.24167475,-71.26513682
07374008-8,Apr Vilches Alto,Calidad de Aguas,Vigentes,Región del Maule,Comuna de San Clemente,Rio Maule,0,-35.60489572,-71.06711256
07375000-8,Estero Picazo En Huapi,Fluviométricas,Vigentes,Región del Maule,Comuna de San Clemente,Rio Maule,0,-35.47303954,-71.2758311
07376001-1,Rio Lircay En Panamericana (Ca),Calidad de Aguas,Vigentes,Región del Maule,Comuna de Talca,Rio Maule,100,-35.39579623,-71.61696263
07376002-K,El Durazno,Meteorológicas,Vigentes,Región del Maule,Comuna de San Clemente,Rio Maule,275,-35.49478022,-71.32040238
07376003-8,Canal Pencahue En Bocatoma Rio Lircay,Fluviométricas,Vigentes,Región del Maule,Comuna de Yerbas Buenas,Rio Maule,0,-35.71276136,-71.5555875
07376004-6,Pozo San Clemente,Calidad de Aguas,Vigentes,Región del Maule,Comuna de San Clemente,Rio Maule,0,-35.51138259,-71.46890744
07376005-4,Apr El Manzano (El Manzano-El Suspiro),Calidad de Aguas,Vigentes,Región del Maule,Comuna de Pelarco,Rio Maule,0,-35.423621,-71.40513873
07376006-2,Apr Mariposas,Calidad de Aguas,Vigentes,Región del Maule,Comuna de San Clemente,Rio Maule,0,-35.52473507,-71.42345825
07376007-0,Apr Panguilemo Unido (Panguilemo-Aldea Campesina),Calidad de Aguas,Vigentes,Región del Maule,Comuna de Talca,Rio Maule,0,-35.4275184,-71.51681584
07376008-9,Apr Purisima-Ranquimili,Calidad de Aguas,Vigentes,Región del Maule,Comuna de Talca,Rio Maule,0,-35.4275184,-71.51681584
07376009-7,Apr Quebrada De Agua,Calidad de Aguas,Vigentes,Región del Maule,Comuna de San Clemente,Rio Maule,0,-35.50806691,-71.46707513
07376010-0,Apr Ramadillas De Lircay,Calidad de Aguas,Vigentes,Región del Maule,Comuna de Talca,Rio Maule,0,-35.42056519,-71.56153852
07376011-9,Apr Santa Margarita-Los Gomeros-La Batalla,Calidad de Aguas,Vigentes,Región del Maule,Comuna de Pelarco,Rio Maule,0,-35.39806802,-71.44985748
07376012-7,Apr Santa Rita,Calidad de Aguas,Vigentes,Región del Maule,Comuna de Pelarco,Rio Maule,0,-35.39389609,-71.5198541
07376013-5,Apr San Valentin-Lircay (San Valentin-Alto Lircay),Calidad de Aguas,Vigentes,Región del Maule,Comuna de Talca,Rio Maule,0,-35.41861919,-71.6023622
07376014-3,Apr San Francisco Los Largos,Calidad de Aguas,Vigentes,Región del Maule,Comuna de San Clemente,Rio Maule,0,-35.43354059,-71.45906027
07376015-1,Apr Santa Elena-San Gabriel,Calidad de Aguas,Vigentes,Región del Maule,Comuna de San Clemente,Rio Maule,0,-35.48519993,-71.46303637
07377000-9,Apr Villa Illinois,Calidad de Aguas,Vigentes,Región del Maule,Comuna de Talca,Rio Maule,0,-35.37851018,-71.56051595
07377001-7,Pozo Maule Medio Norte,Control de Nivel,Vigentes,Región del Maule,Comuna de Talca,Rio Maule,130,-35.37694752,-71.57972662
07378002-0,Talca U.C.,Meteorológicas,Vigentes,Región del Maule,Comuna de Talca,Rio Maule,130,-35.43588908,-71.6194607
07378003-9,Colorado,Meteorológicas,Vigentes,Región del Maule,Comuna de San Clemente,Rio Maule,420,-35.64085612,-71.26065
07378004-7,Talca,Meteorológicas,Suspendidas,Región del Maule,Comuna de Talca,Rio Maule,110,-35.42000615,-71.66070142
07378011-K,Canal Maule Norte Bajo En Puente Centinela,Fluviométricas,Vigentes,Región del Maule,Comuna de San Clemente,Rio Maule,470,-35.63899065,-71.2716399
07378012-8,Quebrada Colorado En Desagüe Laguna Los Temos,Fluviométricas,Vigentes,Región del Maule,Comuna de San Clemente,Rio Maule,0,-35.64755226,-71.27984482
07378013-6,Quebrada Colorado Bajo Sistema Maitenes,Fluviométricas,Vigentes,Región del Maule,Comuna de San Clemente,Rio Maule,0,-35.61413273,-71.31689171
07378014-4,Prueba Gprs 6,Meteorológicas,Suspendidas,Región del Maule,Comuna de Talca,Rio Maule,0,-35.40445648,-71.63569435
07378015-2,Apr Aguas Del Valle (S.Diego-L.Granja-Bella Union),Calidad de Aguas,Vigentes,Región del Maule,Comuna de San Clemente,Rio Maule,0,-35.57006279,-71.46451831
07378016-0,Apr Bajos De Perquin-Corralones,Calidad de Aguas,Vigentes,Región del Maule,Comuna de San Clemente,Rio Maule,0,-35.56529367,-71.33930271
07378017-9,Apr Bramadero (Bramadero-L.Majadas-Cruce Vilches),Calidad de Aguas,Vigentes,Región del Maule,Comuna de San Clemente,Rio Maule,0,-35.60112437,-71.29623023
07378018-7,Apr Callejones,Calidad de Aguas,Vigentes,Región del Maule,Comuna de Maule,Rio Maule,0,-35.51057367,-71.63569866
07378019-5,Apr Chacarillas-Caivan,Calidad de Aguas,Vigentes,Región del Maule,Comuna de Maule,Rio Maule,0,-35.47224477,-71.65597662
07378020-9,Apr Chequen,Calidad de Aguas,Vigentes,Región del Maule,Comuna de San Clemente,Rio Maule,0,-35.5533534,-71.56292382
07378021-7,Apr El Alamo,Calidad de Aguas,Vigentes,Región del Maule,Comuna de San Clemente,Rio Maule,0,-35.5758502,-71.42764584
07378022-5,Apr Flor Del Llano,Calidad de Aguas,Vigentes,Región del Maule,Comuna de Linares,Rio Maule,0,-35.87113374,-71.52458774
07378023-3,Apr Huilquilemu,Calidad de Aguas,Vigentes,Región del Maule,Comuna de Talca,Rio Maule,0,-35.46252254,-71.57264139
07378024-1,Apr Queri,Calidad de Aguas,Vigentes,Región del Maule,Comuna de San Clemente,Rio Maule,0,-35.58551149,-71.42772793
07378025-K,Apr Santa Marta-Mata Verde,Calidad de Aguas,Vigentes,Región del Maule,Comuna de Talca,Rio Maule,0,-35.51556761,-71.58237074
07379001-8,Rio Claro En Talca,Fluviométricas,Vigentes,Región del Maule,Comuna de Talca,Rio Maule,150,-35.42053303,-71.68331414
07379002-6,Rio Claro En Rauquen,Calidad de Aguas,Vigentes,Región del Maule,Comuna de Pencahue,Rio Maule,64,-35.45127491,-71.7332438
07379004-2,Pozo Viña Concha Y Toro,Calidad de Aguas,Vigentes,Región del Maule,Comuna de Pencahue,Rio Maule,0,-35.44056238,-71.81111262
07379005-0,Rio Lircay En Carretones,Fluviométricas,Vigentes,Región del Maule,Comuna de Maule,Rio Maule,0,-35.52997907,-71.65503444
07379006-9,Apr Colin,Calidad de Aguas,Vigentes,Región del Maule,Comuna de Maule,Rio Maule,0,-35.46807936,-71.74459903
07379007-7,Apr Corinto,Calidad de Aguas,Vigentes,Región del Maule,Comuna de Pencahue,Rio Maule,0,-35.4405795,-71.86099396
07379008-5,Apr Lo Figueroa,Calidad de Aguas,Vigentes,Región del Maule,Comuna de Pencahue,Rio Maule,0,-35.45195493,-71.77099472
07379009-3,Apr Numpay,Calidad de Aguas,Vigentes,Región del Maule,Comuna de Maule,Rio Maule,0,-35.48641353,-71.70988082
