cod_bna,nombre,tipo_estacion,vigencia,region,comuna,cuenca,altitud,latitud,longitud
08410003-K,Pozo Papelera Concepcion,Calidad de Aguas,Vigentes,Región del Biobío,Comuna de Coronel,Costeras e Islas entre Rios Bio-Bio y Carampangue,0,-36.93392146,-73.1533131
08410004-8,San Pedro En Colegio Lomas Coloradas,Control de Nivel,Vigentes,Región del Biobío,Comuna de San Pedro de la Paz,Costeras e Islas entre Rios Bio-Bio y Carampangue,7,-36.87847541,-73.13737139
08430001-2,Rio Laraquete En El Cajon,Fluviométricas,Vigentes,Región del Biobío,Comuna de Arauco,Costeras e Islas entre Rios Bio-Bio y Carampangue,15,-37.16726814,-73.1665692
08430003-9,Pozo Captacion Puntera Horcones 1 Arauco,Calidad de Aguas,Vigentes,Región del Biobío,Comuna de Arauco,Costeras e Islas entre Rios Bio-Bio y Carampangue,10,-37.22587348,-73.23139002
08430004-7,Apr Laraquete-El Pinar,Calidad de Aguas,Vigentes,Región del Biobío,Comuna de Arauco,Costeras e Islas entre Rios Bio-Bio y Carampangue,0,-37.16297745,-73.16595214
08510001-7,Rio Carampangue En Ramadilla (Ca),Fluviométricas,Vigentes,Región del Biobío,Comuna de Arauco,Rio Carampangue,0,-37.31051918,-73.26096884
08520000-3,Carampangue,Meteorológicas,Vigentes,Región del Biobío,Comuna de Arauco,Rio Carampangue,10,-37.25589694,-73.24238079
08520001-1,Apr Huallerehue,Calidad de Aguas,Vigentes,Región del Biobío,Comuna de Santa Juana,Rio Carampangue,0,-37.19092163,-73.00294044
08530001-6,Rio Carampangue En Carampangue,Calidad de Aguas,Suspendidas,Región del Biobío,Comuna de Arauco,Rio Carampangue,3,-37.26263208,-73.25412091
08530002-4,Rio Carampangue Antes Estero Los Patos,Calidad de Aguas,Suspendidas,Región del Biobío,Comuna de Arauco,Rio Carampangue,10,-37.30327658,-73.26921399
08530003-2,Rio Carampangue En  Camino A Arauco (Ca(,Calidad de Aguas,Vigentes,Región del Biobío,Comuna de Arauco,Rio Carampangue,8,-37.23726536,-73.26916915
08530004-0,Apr San Jose De Colico,Calidad de Aguas,Vigentes,Región del Biobío,Comuna de Curanilahue,Rio Carampangue,0,-37.37803355,-73.33480825
08530005-9,Rio Carampangue A. Abajo B.T. Planta Arauc0,Meteorológicas,Vigentes,Región del Biobío,Comuna de Arauco,Rio Carampangue,12,-37.25527994,-73.25611726
08600000-8,Apr Caleta Las Penas,Calidad de Aguas,Vigentes,Región del Biobío,Comuna de Arauco,Costeras Carampangue-Lebu,0,-37.26390897,-73.42954719
08600001-6,Apr Caleta Tubul,Calidad de Aguas,Vigentes,Región del Biobío,Comuna de Arauco,Costeras Carampangue-Lebu,0,-37.24926723,-73.56629938
08600002-4,Apr Llico Arauco,Calidad de Aguas,Vigentes,Región del Biobío,Comuna de Arauco,Costeras Carampangue-Lebu,0,-37.20209201,-73.57680386
08600003-2,Apr Punta Lavapie,Calidad de Aguas,Vigentes,Región del Biobío,Comuna de Arauco,Costeras Carampangue-Lebu,0,-37.17347551,-73.5881878
08600004-0,Punta Lavapie,Meteorológicas,Vigentes,Región del Biobío,Comuna de Arauco,Costeras Carampangue-Lebu,11,-37.14889399,-73.58500798
08700001-K,Curanilahue,Meteorológicas,Vigentes,Región del Biobío,Comuna de Curanilahue,Rio Lebu,146,-37.48503434,-73.3317005
08700002-8,Rio Curanilahue En Curanilahue,Fluviométricas,Vigentes,Región del Biobío,Comuna de Curanilahue,Rio Lebu,149,-37.48073111,-73.33715682
08700003-6,Estero Plegarias Antes De Jta Rio Curanilahue,Meteorológicas,Vigentes,Región del Biobío,Comuna de Curanilahue,Rio Lebu,149,-37.48780437,-73.34409163
08700004-4,Apr Plegarias,Calidad de Aguas,Vigentes,Región del Biobío,Comuna de Curanilahue,Rio Lebu,0,-37.5190807,-73.34361552
08720001-9,Rio Lebu En Las Corrientes (En Los Alamos),Calidad de Aguas,Vigentes,Región del Biobío,Comuna de Los Alamos,Rio Lebu,60,-37.60181472,-73.48780872
08720002-7,Rio Lebu En Los Alamos (Ca),Calidad de Aguas,Suspendidas,Región del Biobío,Comuna de Lebu,Rio Lebu,0,-37.58395617,-73.483255
08720003-5,Apr Pehuen,Calidad de Aguas,Vigentes,Región del Biobío,Comuna de Alto Biobío,Rio Bio-Bio,0,-37.73210356,-71.27945131
08800000-5,Apr Santa Rosa De Lebu,Calidad de Aguas,Vigentes,Región del Biobío,Comuna de Lebu,Costeras Lebu-Paicavi,0,-37.64550596,-73.62535263
08810000-K,Laguna Lloncao-Zmax,Calidad de Aguas,Vigentes,Región del Biobío,Comuna de Cañete,Costeras Lebu-Paicavi,0,-37.87424671,-73.46152918
08810001-8,Laguna Lloncao-Efluente,Calidad de Aguas,Vigentes,Región del Biobío,Comuna de Cañete,Costeras Lebu-Paicavi,0,-37.87887479,-73.46327486
08810002-6,Laguna Lencan-Zmax,Calidad de Aguas,Vigentes,Región del Biobío,Comuna de Los Alamos,Costeras Lebu-Paicavi,0,-37.81050207,-73.47954044
08810003-4,Laguna Lencan-Afluente,Calidad de Aguas,Vigentes,Región del Biobío,Comuna de Cañete,Costeras Lebu-Paicavi,0,-37.82375663,-73.48773299
08810004-2,Laguna Lencan-Efluente,Calidad de Aguas,Vigentes,Región del Biobío,Comuna de Los Alamos,Costeras Lebu-Paicavi,0,-37.8020753,-73.4746474
08810005-0,Apr Antiguala-Temuco-La Araucana,Calidad de Aguas,Vigentes,Región del Biobío,Comuna de Los Alamos,Costeras Lebu-Paicavi,0,-37.66359164,-73.39338703
08810006-9,Apr Llenquehue,Calidad de Aguas,Vigentes,Región del Biobío,Comuna de Cañete,Costeras Lebu-Paicavi,0,-37.74991612,-73.43922745
08820001-2,Rio Caramavida En Caramavida,Fluviométricas,Vigentes,Región del Biobío,Comuna de Los Alamos,Rio Lebu,15,-37.60393493,-73.48587399
08820002-0,Apr Huillinco,Calidad de Aguas,Vigentes,Región del Biobío,Comuna de Cañete,Costeras Lebu-Paicavi,0,-37.7504459,-73.36920708
08821001-8,Rio Cayucupil En Cayucupil,Fluviométricas,Vigentes,Región del Biobío,Comuna de Cañete,Costeras Lebu-Paicavi,47,-37.82060922,-73.25252035
08821002-6,Rio Butamalal En Butamalal,Fluviométricas,Vigentes,Región del Biobío,Comuna de Cañete,Costeras Lebu-Paicavi,51,-37.81954228,-73.24743317
08821003-4,Rio Reputo En Reputo,Fluviométricas,Vigentes,Región del Biobío,Comuna de Cañete,Costeras Lebu-Paicavi,53,-37.82061562,-73.36919777
08821004-2,Rio Peleco Bajo Cayucupil (Ca),Calidad de Aguas,Suspendidas,Región del Biobío,Comuna de Cañete,Costeras Lebu-Paicavi,28,-37.80932611,-73.41094202
08821005-0,Cañete,Meteorológicas,Vigentes,Región del Biobío,Comuna de Cañete,Costeras Lebu-Paicavi,78,-37.79759619,-73.39132892
08821006-9,Rio Leiva En Puente Camino A Contulmo,Fluviométricas,Vigentes,Región del Biobío,Comuna de Cañete,Costeras Lebu-Paicavi,48,-37.8129127,-73.39232568
08822001-3,Rio Tucapel En Cagnete,Calidad de Aguas,Suspendidas,Región del Biobío,Comuna de Cañete,Costeras Lebu-Paicavi,20,-37.80005402,-73.40439408
08822002-1,Rio Elicura En Puente Elicura,Fluviométricas,Vigentes,Región del Biobío,Comuna de Contulmo,Costeras Lebu-Paicavi,25,-37.93727472,-73.21917464
08822003-K,Lago Lanalhue,Lagos y Embalses,Vigentes,Región del Biobío,Comuna de Contulmo,Costeras Lebu-Paicavi,25,-37.90062909,-73.28324793
08822004-8,Rio Lanalhue En Desague Lago Lanalhue,Fluviométricas,Suspendidas,Región del Biobío,Comuna de Contulmo,Costeras Lebu-Paicavi,0,-37.91728732,-73.31657876
08822005-6,Estero Calebu En Puente Calebu,Fluviométricas,Suspendidas,Región del Biobío,Comuna de Contulmo,Costeras Lebu-Paicavi,25,-37.95062705,-73.21657609
08822006-4,Rio Peleco En Puente Ponotro,Fluviométricas,Vigentes,Región del Biobío,Comuna de Cañete,Costeras Lebu-Paicavi,0,-37.83012195,-73.40926886
08822008-0,Contulmo,Meteorológicas,Vigentes,Región del Biobío,Comuna de Contulmo,Costeras Lebu-Paicavi,41,-38.01840331,-73.23016463
08822009-9,Lago Lanalhue En Puerto Peleco,Lagos y Embalses,Vigentes,Región del Biobío,Comuna de Cañete,Costeras Lebu-Paicavi,0,-37.893377,-73.37874976
08822010-2,Lago Lanalhue Frente A Hosteria,Calidad de Aguas,Vigentes,Región del Biobío,Comuna de Contulmo,Costeras Lebu-Paicavi,0,-37.92061671,-73.31307856
08822011-0,Lago Lanalhue En Playa Blanca,Calidad de Aguas,Vigentes,Región del Biobío,Comuna de Contulmo,Costeras Lebu-Paicavi,0,-37.93811891,-73.26725327
08822012-9,Lago Lanalhue En Puerto Manzano,Calidad de Aguas,Vigentes,Región del Biobío,Comuna de Contulmo,Costeras Lebu-Paicavi,0,-37.98182938,-73.26010011
08822013-7,Lago Lanalhue En Zona Centro,Lagos y Embalses,Vigentes,Región del Biobío,Comuna de Cañete,Costeras Lebu-Paicavi,0,-37.92269941,-73.31565899
08822014-5,Apr Lloncao-Paicavi,Calidad de Aguas,Vigentes,Región del Biobío,Comuna de Cañete,Costeras Lebu-Paicavi,0,-37.8989683,-73.44173695
08823000-0,Laguna Los Batros-Zmax,Calidad de Aguas,Vigentes,Región del Biobío,Comuna de Cañete,Costeras Lebu-Paicavi,0,-37.96826728,-73.42111392
08823001-9,Laguna Los Batros-Afluente,Calidad de Aguas,Vigentes,Región del Biobío,Comuna de Cañete,Costeras Lebu-Paicavi,0,-37.96595388,-73.41729307
08823002-7,Laguna Los Batros-Efluente,Calidad de Aguas,Vigentes,Región del Biobío,Comuna de Cañete,Costeras Lebu-Paicavi,0,-37.96463737,-73.43204
08823003-5,Apr Collico,Calidad de Aguas,Vigentes,Región del Biobío,Comuna de Cañete,Costeras Lebu-Paicavi,0,-37.97711655,-73.40836637
08823004-3,Apr Huentelolen,Calidad de Aguas,Vigentes,Región del Biobío,Comuna de Cañete,Costeras Lebu-Paicavi,0,-37.94329718,-73.40460117
08900000-9,Laguna Antiquina-Zmax,Calidad de Aguas,Vigentes,Región del Biobío,Comuna de Cañete,Costeras e Islas entre R.Paicavi y Limite Region,0,-38.0376077,-73.40853905
08900001-7,Laguna Quidico-Zmax,Calidad de Aguas,Vigentes,Región del Biobío,Comuna de Cañete,Costeras e Islas entre R.Paicavi y Limite Region,0,-38.0376077,-73.40853905
08910001-1,Rio Lleu-Lleu En Desague Lago Lleu-Lleu,Fluviométricas,Vigentes,Región del Biobío,Comuna de Tirúa,Costeras e Islas entre R.Paicavi y Limite Region,10,-38.11773513,-73.39150431
08910002-K,Lago Lleulleu-Sector Centro,Calidad de Aguas,Vigentes,Región del Biobío,Comuna de Tirúa,Costeras e Islas entre R.Paicavi y Limite Region,0,-38.16999113,-73.33373709
08910003-8,Lago Lleulleu-Sector Sur,Calidad de Aguas,Vigentes,Región del Biobío,Comuna de Tirúa,Costeras e Islas entre R.Paicavi y Limite Region,0,-38.20620466,-73.35835723
08920000-8,Laguna Butaco-Zmax,Calidad de Aguas,Vigentes,Región del Biobío,Comuna de Tirúa,Costeras e Islas entre R.Paicavi y Limite Region,0,-38.21177507,-73.43970332
08930000-2,Tirua,Meteorológicas,Vigentes,Región del Biobío,Comuna de Tirúa,Costeras e Islas entre R.Paicavi y Limite Region,10,-38.34467617,-73.4924901
09101001-1,Rio Puren En Tranaman,Meteorológicas,Vigentes,Región de La Araucanía,Comuna de Purén,Rio Imperial,90,-38.01937316,-73.01231548
09101002-K,Rio Puren En Puren,Fluviométricas,Suspendidas,Región de La Araucanía,Comuna de Purén,Rio Imperial,0,-38.01339851,-73.04238781
09101003-8,Tranaman,Meteorológicas,Vigentes,Región de La Araucanía,Comuna de Purén,Rio Imperial,78,-38.02141954,-73.00650747
09102001-7,Rio Lumaco En Lumaco,Sedimentometricas,Vigentes,Región de La Araucanía,Comuna de Lumaco,Rio Imperial,70,-38.1671189,-72.9001715
09102003-3,Lumaco,Meteorológicas,Vigentes,Región de La Araucanía,Comuna de Lumaco,Rio Imperial,60,-38.16347685,-72.90210216
09104001-8,Rio Traiguen En Victoria,Fluviométricas,Vigentes,Región de La Araucanía,Comuna de Victoria,Rio Imperial,350,-38.2310744,-72.32201987
09104002-6,Rio Dumo En Santa Ana,Fluviométricas,Vigentes,Región de La Araucanía,Comuna de Ercilla,Rio Imperial,300,-38.16195831,-72.25964046
09104003-4,Las Mercedes (Victoria),Meteorológicas,Vigentes,Región de La Araucanía,Comuna de Victoria,Rio Imperial,421,-38.24614592,-72.22883167
09104004-2,Campamento De Vialidad En Victoria,Control de Nivel,Vigentes,Región de La Araucanía,Comuna de Victoria,Rio Imperial,340,-38.23003763,-72.33544534
09104005-0,Apr Pailahueque,Calidad de Aguas,Vigentes,Región de La Araucanía,Comuna de Ercilla,Rio Imperial,0,-38.12722766,-72.31556624
09105001-3,Rio Traiguen En Traiguen,Calidad de Aguas,Vigentes,Región de La Araucanía,Comuna de Traiguén,Rio Imperial,169,-38.25525542,-72.66917626
09105002-1,Traiguen,Meteorológicas,Vigentes,Región de La Araucanía,Comuna de Traiguén,Rio Imperial,234,-38.256079,-72.65353999
09105003-K,Estadio Fiscal En Traiguen,Control de Nivel,Vigentes,Región de La Araucanía,Comuna de Traiguén,Rio Imperial,175,-38.24673766,-72.67813224
09106001-9,Rio Quino En Longitudinal,Calidad de Aguas,Vigentes,Región de La Araucanía,Comuna de Victoria,Rio Imperial,450,-38.30683261,-72.36138331
09107001-4,Estero Chufquen En Chufquen,Fluviométricas,Vigentes,Región de La Araucanía,Comuna de Traiguén,Rio Imperial,158,-38.3215482,-72.69474493
09111001-6,Rio Quillen En Longitudinal,Calidad de Aguas,Suspendidas,Región de La Araucanía,Comuna de Lautaro,Rio Imperial,278,-38.46769785,-72.42486286
09111002-4,Quillen,Meteorológicas,Vigentes,Región de La Araucanía,Comuna de Perquenco,Rio Imperial,285,-38.46414022,-72.38670224
09112000-3,Perquenco,Meteorológicas,Vigentes,Región de La Araucanía,Comuna de Perquenco,Rio Imperial,290,-38.41853821,-72.37734117
09113001-7,Rio Quillen En Galvarino,Fluviométricas,Vigentes,Región de La Araucanía,Comuna de Galvarino,Rio Imperial,140,-38.40980925,-72.77831196
09113002-5,Rio Quillen En Botrolhue (Ca),Calidad de Aguas,Vigentes,Región de La Araucanía,Comuna de Galvarino,Rio Imperial,0,-38.42314851,-72.86919245
09113003-3,Galvarino,Meteorológicas,Vigentes,Región de La Araucanía,Comuna de Galvarino,Rio Imperial,40,-38.41019162,-72.78375139
09114001-2,La Cabaña,Meteorológicas,Vigentes,Región de La Araucanía,Comuna de Carahue,Rio Imperial,625,-38.54182652,-73.10201888
09115000-K,Rio Repocura En Chacaico,Fluviométricas,Vigentes,Región de La Araucanía,Comuna de Cholchol,Rio Imperial,40,-38.46805709,-72.95917228
09116001-3,Rio Cholchol En Cholchol,Calidad de Aguas,Vigentes,Región de La Araucanía,Comuna de Cholchol,Rio Imperial,20,-38.60771266,-72.84743604
09116002-1,Cholchol,Meteorológicas,Suspendidas,Región de La Araucanía,Comuna de Cholchol,Rio Imperial,20,-38.60454026,-72.84544096
09118002-2,Nueva Imperial,Control de Nivel,Vigentes,Región de La Araucanía,Comuna de Nueva Imperial,Rio Imperial,11,-38.76639535,-72.94500057
09120002-3,Manzanar,Meteorológicas,Suspendidas,Región de La Araucanía,Comuna de Curacautín,Rio Imperial,790,-38.46370206,-71.69932067
09120003-1,Malalcahuello,Meteorológicas,Vigentes,Región de La Araucanía,Comuna de Curacautín,Rio Imperial,950,-38.47094004,-71.57110367
09122001-6,Curacautin,Meteorológicas,Vigentes,Región de La Araucanía,Comuna de Curacautín,Rio Imperial,535,-38.44745792,-71.89610291
09122002-4,Rio Blanco En Curacautin,Fluviométricas,Vigentes,Región de La Araucanía,Comuna de Curacautín,Rio Imperial,405,-38.45525045,-71.86758692
09122003-2,Tolhuaca,Meteorológicas,Suspendidas,Región de La Araucanía,Comuna de Curacautín,Rio Imperial,1350,-38.23647155,-71.71987459
09122004-0,Apr Corretue,Calidad de Aguas,Vigentes,Región de La Araucanía,Comuna de Lautaro,Rio Imperial,0,-38.45167195,-72.25833392
09123001-1,Rio Cautin En Rari-Ruca,Sedimentometricas,Vigentes,Región de La Araucanía,Comuna de Curacautín,Rio Imperial,425,-38.43002642,-72.01042231
09123002-K,Rari-Ruca,Meteorológicas,Vigentes,Región de La Araucanía,Comuna de Curacautín,Rio Imperial,440,-38.42495541,-72.01082625
09123003-8,Rio Collihuanqui En Camino A Curacautin,Fluviométricas,Vigentes,Región de La Araucanía,Comuna de Curacautín,Rio Imperial,590,-38.35167017,-71.95445244
09124001-7,Lautaro,Meteorológicas,Vigentes,Región de La Araucanía,Comuna de Lautaro,Rio Imperial,200,-38.52540096,-72.44347467
09125000-4,Apr Santa Ema,Calidad de Aguas,Vigentes,Región de La Araucanía,Comuna de Curacautín,Rio Imperial,0,-38.46806358,-72.02667075
09126001-8,Rio Collin En Codahue,Fluviométricas,Vigentes,Región de La Araucanía,Comuna de Vilcún,Rio Imperial,250,-38.58341602,-72.18601915
09127001-3,Rio Muco En Puente Muco,Fluviométricas,Vigentes,Región de La Araucanía,Comuna de Lautaro,Rio Imperial,250,-38.60598309,-72.39190777
09129002-2,Rio Cautin En Cajon,Sedimentometricas,Vigentes,Región de La Araucanía,Comuna de Padre Las Casas,Rio Imperial,130,-38.68664343,-72.50265803
09129003-0,Rio Cautin Bajo Temuco (En Panamericana,Calidad de Aguas,Vigentes,Región de La Araucanía,Comuna de Temuco,Rio Imperial,95,-38.75593522,-72.60885566
09129004-9,Cerro Ñielol,Meteorológicas,Suspendidas,Región de La Araucanía,Comuna de Temuco,Rio Imperial,175,-38.72898681,-72.59265054
09129005-7,Pueblo Nuevo (Temuco),Meteorológicas,Vigentes,Región de La Araucanía,Comuna de Temuco,Rio Imperial,119,-38.71270188,-72.55600676
09129006-5,Temuco Centro,Meteorológicas,Vigentes,Región de La Araucanía,Comuna de Temuco,Rio Imperial,122,-38.74254105,-72.58974476
09129007-3,Complejo Deportivo Mop En Temuco,Control de Nivel,Vigentes,Región de La Araucanía,Comuna de Temuco,Rio Imperial,116,-38.71220057,-72.55702431
09129008-1,Estero Botrolhue En Temuco,Fluviométricas,Vigentes,Región de La Araucanía,Comuna de Temuco,Rio Imperial,100,-38.73675518,-72.64803331
09129009-K,Estero Botrolhue En Labranza,Fluviométricas,Vigentes,Región de La Araucanía,Comuna de Temuco,Rio Imperial,64,-38.76785912,-72.75665722
09129010-3,Padre Las Casas,Control de Nivel,Vigentes,Región de La Araucanía,Comuna de Padre Las Casas,Rio Imperial,109,-38.74722288,-72.53944701
09129011-1,Apr Remolino Maquehue,Calidad de Aguas,Vigentes,Región de La Araucanía,Comuna de Temuco,Rio Imperial,0,-38.77111577,-72.68028198
09129012-K,Apr Boroa,Calidad de Aguas,Vigentes,Región de La Araucanía,Comuna de Nueva Imperial,Rio Imperial,0,-38.76361266,-72.84751093
09129013-8,Apr Rengalil,Calidad de Aguas,Vigentes,Región de La Araucanía,Comuna de Temuco,Rio Imperial,0,-38.7661196,-72.79639391
09129014-6,Apr Trani Trani,Calidad de Aguas,Vigentes,Región de La Araucanía,Comuna de Temuco,Rio Imperial,0,-38.7602816,-72.71528258
09129015-4,Apr Botrolhue,Calidad de Aguas,Vigentes,Región de La Araucanía,Comuna de Temuco,Rio Imperial,0,-38.75695176,-72.69028019
09130001-K,Cherquenco,Meteorológicas,Vigentes,Región de La Araucanía,Comuna de Vilcún,Rio Imperial,500,-38.68246982,-72.00211115
09130002-8,Rio Calbuco En Ruta Interlagos,Fluviométricas,Suspendidas,Región de La Araucanía,Comuna de Vilcún,Rio Imperial,640,-38.72801087,-71.93760609
09131001-5,Rio Quepe En Vilcun,Fluviométricas,Vigentes,Región de La Araucanía,Comuna de Vilcún,Rio Imperial,292,-38.68640209,-72.22817306
09131002-3,Vilcun,Meteorológicas,Vigentes,Región de La Araucanía,Comuna de Vilcún,Rio Imperial,290,-38.67379872,-72.22100528
09132001-0,Rio Quepe Despues Estero Puelo (Ca),Calidad de Aguas,Vigentes,Región de La Araucanía,Comuna de Padre Las Casas,Rio Imperial,120,-38.82064326,-72.50247324
09134001-1,Rio Huichahue En Faja 24000,Fluviométricas,Vigentes,Región de La Araucanía,Comuna de Cunco,Rio Imperial,150,-38.85401535,-72.28498741
09134002-K,Apr Prado Huichahue,Calidad de Aguas,Vigentes,Región de La Araucanía,Comuna de Padre Las Casas,Rio Imperial,0,-38.84944516,-72.42973211
09134003-8,Apr San Ramon-Cautin,Calidad de Aguas,Vigentes,Región de La Araucanía,Comuna de Padre Las Casas,Rio Imperial,0,-38.8605557,-72.38639602
09134004-6,Apr Hacienda Allipen,Calidad de Aguas,Vigentes,Región de La Araucanía,Comuna de Freire,Rio Imperial,0,-38.94639005,-72.44334256
09135001-7,Rio Quepe En Quepe,Sedimentometricas,Vigentes,Región de La Araucanía,Comuna de Padre Las Casas,Rio Imperial,80,-38.85407773,-72.61708233
09135002-5,Freire,Meteorológicas,Suspendidas,Región de La Araucanía,Comuna de Freire,Rio Tolten,100,-38.95593937,-72.62043481
09135003-3,Freire Sendos,Meteorológicas,Vigentes,Región de La Araucanía,Comuna de Freire,Rio Tolten,100,-38.95966799,-72.60847022
09135004-1,Freire Campamento Fiscal,Meteorológicas,Suspendidas,Región de La Araucanía,Comuna de Freire,Rio Tolten,100,-38.96732935,-72.62626266
09135005-K,Apr Dollinco Quepe,Calidad de Aguas,Vigentes,Región de La Araucanía,Comuna de Freire,Rio Imperial,0,-38.87833898,-72.65611938
09135006-8,Apr Metrenco,Calidad de Aguas,Vigentes,Región de La Araucanía,Comuna de Padre Las Casas,Rio Imperial,0,-38.82556231,-72.61889755
09135007-6,Apr Licanco,Calidad de Aguas,Vigentes,Región de La Araucanía,Comuna de Padre Las Casas,Rio Imperial,0,-38.7905584,-72.61888884
09140001-4,Rio Cautin En Almagro,Meteorológicas,Vigentes,Región de La Araucanía,Comuna de Nueva Imperial,Rio Imperial,20,-38.77944787,-72.95300601
09140002-2,Almagro,Meteorológicas,Suspendidas,Región de La Araucanía,Comuna de Nueva Imperial,Rio Imperial,20,-38.77815066,-72.95045314
09150001-9,Rio Imperial En Carahue,Calidad de Aguas,Vigentes,Región de La Araucanía,Comuna de Carahue,Rio Imperial,46,-38.71853199,-73.17578261
09150002-7,Apr El Coigue,Calidad de Aguas,Vigentes,Región de La Araucanía,Comuna de Carahue,Rio Imperial,0,-38.72361782,-73.17833336
09151001-4,Carahue,Meteorológicas,Vigentes,Región de La Araucanía,Comuna de Carahue,Rio Imperial,77,-38.71279008,-73.14757916
